customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_spend,num_services,charge_per_service,high_monthly_charges,LTV,engagement_score,value_segment,heuristic_risk,churn_probability,churn_prediction,risk_level
3234-VKACU,1,0,0,0,2,1,0,0,0,0,1,1,1,0,70.3,132.4,0,1,0,0,1,0,0,0,0,1,0,New,66.2,4,17.575,0,140.6,4,Low Value,High Risk,0.222328,0,Low Risk
8357-EQXFO,0,0,0,0,7,1,0,0,0,1,0,1,1,1,95.35,660.9,1,1,0,0,0,1,0,0,0,1,0,New,94.41428571428573,4,23.8375,1,667.4499999999999,4,Low Value,High Risk,0.87550175,1,High Risk
1989-PRJHP,1,1,1,0,27,1,1,0,0,0,0,0,0,1,75.5,1893.95,1,1,0,0,0,1,0,0,0,1,0,Mature,70.1462962962963,2,37.75,1,2038.5,2,High Value,High Risk,0.2786681,1,Low Risk
8120-JDCAM,1,0,1,1,4,1,0,0,0,0,0,0,0,1,69.55,284.9,0,1,0,0,0,1,0,0,0,0,1,New,71.225,1,69.55,0,278.2,1,Low Value,High Risk,0.41980714,1,Medium Risk
8917-FAEMR,0,0,0,0,37,1,0,0,0,0,0,0,0,0,19.85,784.25,0,0,0,1,0,0,1,0,0,0,1,Mature,21.195945945945947,1,19.85,0,734.45,1,Low Value,Low Risk,0.014384546,0,Low Risk
7047-YXDMZ,1,0,0,0,21,1,0,0,0,0,0,0,0,0,20.0,417.7,0,1,0,0,0,0,1,0,0,0,1,Developing,19.89047619047619,1,20.0,0,420.0,1,Low Value,Medium Risk,0.06583425,0,Low Risk
2858-EIMXH,0,1,1,0,53,1,1,0,0,0,0,1,1,1,95.85,5016.25,0,0,1,0,0,1,0,0,1,0,0,Loyal,94.64622641509432,4,23.9625,1,5080.049999999999,4,High Value,Low Risk,0.30657536,1,Low Risk
9524-EGPJC,0,0,0,0,18,1,1,0,0,0,1,0,1,1,90.1,1612.75,1,1,0,0,0,1,0,0,0,1,0,Developing,89.59722222222223,4,22.525,1,1621.8,4,High Value,High Risk,0.644271,1,Medium Risk
6993-OHLXR,0,0,0,0,2,1,0,0,0,0,0,0,0,0,68.95,119.75,1,1,0,0,0,1,0,0,0,1,0,New,59.875,1,68.95,0,137.9,1,Low Value,High Risk,0.82590383,1,High Risk
8818-XYFCQ,1,0,1,1,32,1,1,1,0,0,0,1,1,1,99.55,3204.65,1,1,0,0,0,1,0,0,1,0,0,Mature,100.1453125,5,19.91,1,3185.6,5,High Value,High Risk,0.54365736,1,Medium Risk
6419-ZTTLE,1,1,1,0,23,1,0,0,0,0,0,0,0,1,20.75,485.2,0,0,1,0,0,0,1,0,0,1,0,Developing,21.09565217391304,1,20.75,0,477.25,1,Low Value,Low Risk,0.026613142,0,Low Risk
0929-HYQEW,1,0,0,0,3,1,0,1,0,0,0,0,0,1,50.15,160.85,0,1,0,0,1,0,0,0,0,0,1,New,53.61666666666667,2,25.075,0,150.45,2,Low Value,High Risk,0.19482034,0,Low Risk
6614-YOLAC,0,0,1,1,71,0,0,1,1,0,1,1,1,0,58.65,4145.25,0,0,0,1,1,0,0,0,0,0,1,Loyal,58.38380281690141,5,11.73,0,4164.15,5,High Value,Low Risk,0.0055104992,0,Low Risk
7426-RHZGU,1,0,0,0,9,1,0,0,0,0,1,1,1,1,95.9,827.45,0,1,0,0,0,1,0,1,0,0,0,New,91.9388888888889,4,23.975,1,863.1,4,Low Value,High Risk,0.5143469,1,Medium Risk
4065-JJAVA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,49.5,49.5,0,1,0,0,1,0,0,0,0,1,0,New,49.5,2,24.75,0,49.5,2,Low Value,High Risk,0.37214145,1,Low Risk
4695-VADHF,1,0,1,1,18,1,0,0,0,1,0,0,1,0,57.45,990.85,1,1,0,0,1,0,0,0,0,1,0,Developing,55.047222222222224,3,19.15,0,1034.1,3,Low Value,Medium Risk,0.15367447,0,Low Risk
3863-IUBJR,1,0,1,1,12,1,0,0,0,0,0,0,1,0,53.65,696.35,1,0,1,0,1,0,0,0,1,0,0,New,58.02916666666667,2,26.825,0,643.8,2,Low Value,Low Risk,0.18855208,0,Low Risk
7649-SIJJF,1,0,1,0,71,1,1,1,1,1,1,0,1,1,80.1,5585.4,0,0,0,1,1,0,0,0,0,0,1,Loyal,78.66760563380281,7,11.44285714285714,1,5687.099999999999,7,High Value,Low Risk,0.008585847,0,Low Risk
9361-YNQWJ,0,0,0,0,64,1,1,0,0,0,0,0,0,1,24.4,1601.2,0,0,1,0,0,0,1,1,0,0,0,Loyal,25.01875,2,12.2,0,1561.6,2,High Value,Low Risk,0.011916605,0,Low Risk
3748-FVMZZ,1,0,0,0,4,0,0,0,0,0,1,0,1,1,40.05,162.45,0,1,0,0,1,0,0,0,0,1,0,New,40.6125,2,20.025,0,160.2,2,Low Value,High Risk,0.48675662,1,Medium Risk
9391-TTOYH,0,0,0,0,23,1,0,0,0,0,0,0,0,1,19.5,470.2,0,1,0,0,0,0,1,0,0,0,1,Developing,20.443478260869565,1,19.5,0,448.5,1,Low Value,Medium Risk,0.06719503,0,Low Risk
1452-XRSJV,0,0,1,1,39,1,0,1,0,0,0,0,0,0,51.05,2066.0,0,1,0,0,1,0,0,0,1,0,0,Mature,52.97435897435897,2,25.525,0,1990.95,2,High Value,Medium Risk,0.06450878,0,Low Risk
3422-WJOYD,1,0,1,0,28,1,0,1,0,0,1,0,0,0,54.35,1426.45,0,0,1,0,1,0,0,0,0,0,1,Mature,50.94464285714286,3,18.116666666666667,0,1521.8,3,High Value,Low Risk,0.027428268,0,Low Risk
8242-SOQUO,0,1,0,0,5,1,0,0,1,0,0,1,0,1,84.7,392.5,0,1,0,0,0,1,0,0,0,1,0,New,78.5,3,28.23333333333333,1,423.5,3,Low Value,High Risk,0.6266207,1,Medium Risk
7460-ITWWP,0,1,1,0,45,1,0,0,0,1,0,0,1,1,86.1,3861.45,0,1,0,0,0,1,0,0,0,1,0,Mature,85.81,3,28.7,1,3874.5,3,High Value,High Risk,0.32178146,1,Low Risk
7147-AYBAA,1,0,0,0,37,1,0,0,0,0,0,0,0,1,70.35,2552.9,0,1,0,0,0,1,0,0,0,0,1,Mature,68.9972972972973,1,70.35,0,2602.95,1,High Value,Medium Risk,0.40479213,1,Medium Risk
7868-TMWMZ,0,1,1,0,60,1,0,1,1,1,1,1,1,1,110.0,6668.35,0,0,0,1,0,1,0,1,0,0,0,Loyal,111.13916666666668,7,15.714285714285714,1,6600.0,7,High Value,Low Risk,0.054803856,0,Low Risk
4822-RVYBB,1,1,0,0,8,1,1,0,0,1,0,1,1,1,100.6,819.4,1,1,0,0,0,1,0,0,0,1,0,New,102.425,5,20.12,1,804.8,5,Low Value,High Risk,0.85670906,1,High Risk
6732-FZUGP,0,0,0,0,47,1,1,1,0,1,0,1,0,0,94.9,4615.25,0,0,1,0,0,1,0,0,1,0,0,Mature,98.19680851063828,5,18.98,1,4460.3,5,High Value,Low Risk,0.06690429,0,Low Risk
8436-BJUMM,1,0,1,1,26,1,1,0,0,0,0,1,0,1,83.75,2070.6,1,1,0,0,0,1,0,0,0,1,0,Mature,79.63846153846154,3,27.916666666666668,1,2177.5,3,High Value,High Risk,0.5812407,1,Medium Risk
4184-TJFAN,0,1,1,1,3,1,0,1,0,0,1,1,0,1,88.3,273.75,1,1,0,0,0,1,0,0,0,0,1,New,91.25,4,22.075,1,264.9,4,Low Value,High Risk,0.74840605,1,High Risk
8329-GWVPJ,0,0,1,1,50,1,0,0,0,0,0,0,0,1,69.75,3557.7,0,1,0,0,0,1,0,1,0,0,0,Loyal,71.154,1,69.75,0,3487.5,1,High Value,Medium Risk,0.30668068,1,Low Risk
1352-VHKAJ,1,0,1,1,27,1,1,0,0,0,1,1,1,0,71.6,1957.1,0,1,0,0,1,0,0,1,0,0,0,Mature,72.48518518518519,5,14.32,1,1933.2,5,High Value,Medium Risk,0.046084836,0,Low Risk
4145-UQXUQ,0,1,0,0,8,1,0,0,0,1,0,1,1,1,92.1,729.95,1,1,0,0,0,1,0,0,0,1,0,New,91.24375,4,23.025,1,736.8,4,Low Value,High Risk,0.83697283,1,High Risk
2632-TACXW,0,0,1,0,62,1,1,0,0,0,0,0,0,0,23.65,1416.75,0,0,0,1,0,0,1,1,0,0,0,Loyal,22.850806451612904,2,11.825,0,1466.3,2,High Value,Low Risk,0.019008903,0,Low Risk
8146-QQKZH,0,0,1,0,71,1,0,1,0,1,1,1,1,0,81.85,5924.4,0,0,0,1,1,0,0,1,0,0,0,Loyal,83.44225352112676,6,13.641666666666666,1,5811.349999999999,6,High Value,Low Risk,0.007916147,0,Low Risk
1767-CJKBA,1,0,0,0,66,1,1,0,0,0,0,0,0,0,25.1,1697.7,0,0,0,1,0,0,1,0,0,0,1,Loyal,25.722727272727276,2,12.55,0,1656.6,2,High Value,Low Risk,0.0114249345,0,Low Risk
6445-TNRXS,1,0,1,1,68,1,1,1,1,1,1,1,1,1,114.7,7849.85,0,0,0,1,0,1,0,1,0,0,0,Loyal,115.43897058823528,8,14.3375,1,7799.6,8,High Value,Low Risk,0.17648318,0,Low Risk
4581-LNWUM,0,0,0,0,13,0,0,0,0,1,0,1,1,0,49.15,649.4,0,1,0,0,1,0,0,0,0,1,0,Developing,49.95384615384615,3,16.383333333333333,0,638.9499999999999,3,Low Value,Medium Risk,0.61198443,1,Medium Risk
4869-EPIUS,1,0,1,0,56,1,0,0,0,0,0,0,1,1,80.9,4557.5,0,0,1,0,0,1,0,0,0,1,0,Loyal,81.38392857142857,2,40.45,1,4530.400000000001,2,High Value,Low Risk,0.13585168,0,Low Risk
9948-YPTDG,1,0,1,0,38,1,0,1,1,0,0,0,0,1,79.45,3013.05,1,1,0,0,0,1,0,0,0,1,0,Mature,79.29078947368421,3,26.48333333333333,1,3019.1,3,High Value,High Risk,0.45736328,1,Medium Risk
1236-WFCDV,1,1,0,0,14,1,0,0,0,0,0,1,1,0,90.45,1266.1,1,1,0,0,0,1,0,0,1,0,0,Developing,90.43571428571428,3,30.15,1,1266.3,3,Low Value,High Risk,0.50741404,1,Medium Risk
1915-OAKWD,0,0,0,1,16,1,0,0,0,0,0,0,0,1,19.3,360.35,0,0,1,0,0,0,1,1,0,0,0,Developing,22.521875,1,19.3,0,308.8,1,Low Value,Low Risk,0.04903186,0,Low Risk
7296-PIXQY,0,0,1,1,14,1,0,0,0,0,0,0,0,0,70.2,1046.5,0,1,0,0,0,1,0,0,0,1,0,Developing,74.75,1,70.2,0,982.8,1,Low Value,Medium Risk,0.4079371,1,Medium Risk
4883-QICIH,1,0,1,1,32,1,0,0,0,0,0,0,0,1,69.75,2347.9,1,1,0,0,0,1,0,1,0,0,0,Mature,73.371875,1,69.75,0,2232.0,1,High Value,Medium Risk,0.42150995,1,Medium Risk
3354-OADJP,0,0,0,0,8,1,0,1,0,0,1,0,0,0,54.25,447.75,0,0,1,0,1,0,0,1,0,0,0,New,55.96875,3,18.08333333333333,0,434.0,3,Low Value,Low Risk,0.026878528,0,Low Risk
3524-WQDSG,0,0,1,1,43,1,1,0,0,1,0,1,1,1,99.3,4209.95,0,1,0,0,0,1,0,1,0,0,0,Mature,97.90581395348836,5,19.86,1,4269.9,5,High Value,High Risk,0.64853555,1,Medium Risk
0810-DHDBD,0,0,0,0,52,1,1,1,0,1,1,1,0,0,74.0,3877.65,0,0,1,0,1,0,0,0,1,0,0,Loyal,74.57019230769231,6,12.333333333333334,1,3848.0,6,High Value,Low Risk,0.05445591,0,Low Risk
4026-SKKHW,1,0,0,0,3,1,0,0,0,0,1,0,0,1,50.25,152.3,0,1,0,0,1,0,0,0,0,0,1,New,50.76666666666667,2,25.125,0,150.75,2,Low Value,High Risk,0.30504027,1,Low Risk
2829-HYVZP,1,0,0,0,29,1,0,0,0,0,0,0,0,1,19.8,572.2,0,0,1,0,0,0,1,0,0,0,1,Mature,19.731034482758623,1,19.8,0,574.2,1,Low Value,Low Risk,0.01887196,0,Low Risk
8329-IBCTI,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.65,19.65,1,1,0,0,0,0,1,0,0,0,1,New,19.65,1,19.65,0,19.65,1,Low Value,High Risk,0.7140182,1,High Risk
1271-SJBGZ,1,1,0,0,12,0,0,0,0,1,1,0,1,1,43.65,526.95,1,1,0,0,1,0,0,0,0,1,0,New,43.9125,3,14.55,0,523.8,3,Low Value,Medium Risk,0.43672296,1,Medium Risk
3845-JHAMY,0,0,1,1,16,0,0,0,0,0,0,0,1,1,35.5,552.7,0,1,0,0,1,0,0,0,1,0,0,Developing,34.54375,1,35.5,0,568.0,1,Low Value,Medium Risk,0.17652066,0,Low Risk
7013-PSXHK,0,0,0,0,40,1,1,0,0,1,1,1,1,1,80.75,3208.65,0,0,1,0,1,0,0,0,0,0,1,Mature,80.21625,6,13.458333333333334,1,3230.0,6,High Value,Low Risk,0.14918508,0,Low Risk
5669-SRAIP,0,0,0,0,5,0,0,0,0,1,0,0,1,0,39.5,210.75,1,1,0,0,1,0,0,0,0,1,0,New,42.15,2,19.75,0,197.5,2,Low Value,High Risk,0.7834675,1,High Risk
5981-ITEMU,1,0,1,0,40,1,1,0,0,0,0,1,1,1,97.1,3706.95,1,1,0,0,0,1,0,1,0,0,0,Mature,92.67375,4,24.275,1,3884.0,4,High Value,High Risk,0.65194786,1,Medium Risk
3486-NPGST,0,0,0,0,36,1,0,0,0,0,0,0,0,0,19.55,620.75,0,0,1,0,0,0,1,0,0,0,1,Mature,17.243055555555557,1,19.55,0,703.8000000000001,1,Low Value,Low Risk,0.014436885,0,Low Risk
6941-PMGEP,0,0,0,0,5,1,0,0,0,0,0,0,1,1,80.0,412.5,1,1,0,0,0,1,0,0,0,1,0,New,82.5,2,40.0,1,400.0,2,Low Value,High Risk,0.85863376,1,High Risk
1624-WOIWJ,0,0,0,0,10,1,0,1,0,0,0,1,0,1,84.7,832.05,1,1,0,0,0,1,0,0,0,0,1,New,83.205,3,28.23333333333333,1,847.0,3,Low Value,High Risk,0.4158088,1,Medium Risk
2074-GKOWZ,1,0,1,1,2,1,0,0,0,0,0,1,1,1,89.55,185.55,1,1,0,0,0,1,0,1,0,0,0,New,92.775,3,29.85,1,179.1,3,Low Value,High Risk,0.8422394,1,High Risk
0376-YMCJC,1,0,0,0,23,1,1,0,0,0,1,1,0,1,90.6,1943.2,1,1,0,0,0,1,0,0,0,1,0,Developing,84.48695652173913,4,22.65,1,2083.8,4,High Value,High Risk,0.5868773,1,Medium Risk
6100-FJZDG,1,0,1,1,26,1,0,0,0,0,0,0,0,1,20.05,505.9,0,0,1,0,0,0,1,1,0,0,0,Mature,19.457692307692305,1,20.05,0,521.3000000000001,1,Low Value,Low Risk,0.034015205,0,Low Risk
4829-ZLJTK,0,1,1,0,72,1,1,1,1,1,0,1,1,1,112.4,8046.85,0,0,0,1,0,1,0,0,0,1,0,Loyal,111.76180555555555,7,16.057142857142857,1,8092.8,7,High Value,Low Risk,0.01459033,0,Low Risk
1730-VFMWO,0,0,1,0,34,1,0,0,0,0,1,0,0,0,50.2,1815.3,0,1,0,0,1,0,0,1,0,0,0,Mature,53.39117647058824,2,25.1,0,1706.8000000000002,2,High Value,Medium Risk,0.07374141,0,Low Risk
7143-BQIBA,1,0,0,0,10,1,0,1,0,0,1,1,0,0,62.25,612.95,0,1,0,0,1,0,0,1,0,0,0,New,61.295,4,15.5625,0,622.5,4,Low Value,High Risk,0.11323974,0,Low Risk
3800-LYTRK,0,0,0,0,14,1,0,1,0,0,1,0,0,0,55.7,795.15,0,0,1,0,1,0,0,0,0,0,1,Developing,56.79642857142857,3,18.566666666666663,0,779.8000000000001,3,Low Value,Low Risk,0.071413964,0,Low Risk
0634-SZPQA,0,0,0,0,23,1,1,1,0,0,0,1,0,1,90.05,2169.8,1,1,0,0,0,1,0,1,0,0,0,Developing,94.33913043478262,4,22.5125,1,2071.15,4,High Value,High Risk,0.42087695,1,Medium Risk
9646-NMHXE,1,0,1,0,47,1,0,0,0,0,0,0,0,0,19.65,973.1,0,0,0,1,0,0,1,0,0,0,1,Mature,20.70425531914894,1,19.65,0,923.55,1,Low Value,Low Risk,0.018935919,0,Low Risk
7030-NJVDP,1,0,1,0,24,1,0,1,0,0,1,0,1,1,89.25,2210.2,0,1,0,0,0,1,0,0,0,1,0,Developing,92.09166666666664,4,22.3125,1,2142.0,4,High Value,High Risk,0.16819616,0,Low Risk
5536-RTPWK,1,0,1,0,49,1,1,0,1,0,0,1,1,1,99.05,4853.75,1,1,0,0,0,1,0,1,0,0,0,Loyal,99.0561224489796,5,19.81,1,4853.45,5,High Value,High Risk,0.62554723,1,Medium Risk
8883-GRDWQ,1,1,0,0,20,1,0,1,0,0,1,0,0,0,54.0,1055.9,0,0,1,0,1,0,0,0,0,0,1,Developing,52.795,3,18.0,0,1080.0,3,Low Value,Low Risk,0.09901369,0,Low Risk
6166-ILMNY,0,0,0,0,2,1,0,0,0,0,0,0,0,0,69.75,144.55,1,1,0,0,0,1,0,1,0,0,0,New,72.275,1,69.75,0,139.5,1,Low Value,High Risk,0.6950274,1,Medium Risk
3097-NNSPB,0,0,0,0,2,1,0,0,1,0,0,0,0,1,49.05,91.1,1,1,0,0,1,0,0,0,1,0,0,New,45.55,2,24.525,0,98.1,2,Low Value,High Risk,0.6132372,1,Medium Risk
7771-ZONAT,1,0,0,0,22,0,0,0,0,1,1,1,1,0,56.75,1304.85,0,0,0,1,1,0,0,1,0,0,0,Developing,59.31136363636363,4,14.1875,0,1248.5,4,Low Value,Low Risk,0.01558778,0,Low Risk
0655-RBDUG,1,0,0,0,7,1,1,0,0,1,0,1,1,1,98.05,713.0,1,1,0,0,0,1,0,1,0,0,0,New,101.85714285714286,5,19.61,1,686.35,5,Low Value,High Risk,0.9437341,1,High Risk
2111-DWYHN,1,0,0,0,1,1,0,0,0,0,0,0,0,0,21.1,21.1,0,1,0,0,0,0,1,0,0,0,1,New,21.1,1,21.1,0,21.1,1,Low Value,High Risk,0.6862132,1,Medium Risk
4194-WHFCB,0,0,1,1,59,1,1,0,1,0,1,0,1,1,96.65,5580.8,0,1,0,0,0,1,0,1,0,0,0,Loyal,94.58983050847458,5,19.33,1,5702.35,5,High Value,High Risk,0.1352938,0,Low Risk
4121-AGSIN,0,0,1,1,58,1,1,0,0,0,0,0,0,1,24.5,1497.9,0,0,1,0,0,0,1,0,1,0,0,Loyal,25.82586206896552,2,12.25,0,1421.0,2,High Value,Low Risk,0.019618493,0,Low Risk
4361-BKAXE,0,0,0,0,41,1,1,1,1,1,1,1,1,1,114.5,4527.45,1,1,0,0,0,1,0,1,0,0,0,Mature,110.42560975609756,8,14.3125,1,4694.5,8,High Value,High Risk,0.39158085,1,Low Risk
9845-PEEKO,0,1,0,0,59,1,1,0,1,0,0,0,0,1,79.2,4590.35,0,0,0,1,0,1,0,0,1,0,0,Loyal,77.80254237288136,3,26.4,1,4672.8,3,High Value,Low Risk,0.07237933,0,Low Risk
0455-XFASS,0,0,1,1,3,1,0,0,0,0,0,0,0,1,69.55,200.2,0,1,0,0,0,1,0,0,0,1,0,New,66.73333333333333,1,69.55,0,208.65,1,Low Value,High Risk,0.62915564,1,Medium Risk
0301-KOBTQ,1,0,0,0,32,1,0,0,0,0,0,0,0,1,20.05,614.45,0,0,0,1,0,0,1,1,0,0,0,Mature,19.2015625,1,20.05,0,641.6,1,Low Value,Low Risk,0.018639928,0,Low Risk
1751-NCDLI,1,1,1,0,46,1,1,0,0,1,0,1,1,1,98.85,4564.9,0,1,0,0,0,1,0,0,0,1,0,Mature,99.23695652173912,5,19.77,1,4547.099999999999,5,High Value,High Risk,0.7901249,1,High Risk
4367-NUYAO,1,0,1,1,0,1,1,0,0,0,0,0,0,0,25.75,25.75,0,0,0,1,0,0,1,0,0,0,1,New,25.75,2,12.875,0,0.0,2,Low Value,Low Risk,0.027431661,0,Low Risk
9878-TNQGW,1,0,0,0,2,1,0,0,0,0,0,0,1,1,80.95,171.15,1,1,0,0,0,1,0,0,0,1,0,New,85.575,2,40.475,1,161.9,2,Low Value,High Risk,0.8761986,1,High Risk
9170-ARBTB,0,0,1,1,52,1,0,0,0,0,0,0,0,0,19.6,1012.4,0,0,1,0,0,0,1,0,1,0,0,Loyal,19.46923076923077,1,19.6,0,1019.2,1,Low Value,Low Risk,0.03399024,0,Low Risk
4441-NIHPT,0,1,0,0,13,1,0,0,0,1,0,0,0,1,74.3,940.35,1,1,0,0,0,1,0,0,0,1,0,Developing,72.33461538461539,2,37.15,1,965.9,2,Low Value,High Risk,0.56992936,1,Medium Risk
8999-BOHSE,0,1,0,0,11,1,0,0,0,0,0,1,1,0,89.7,1047.7,1,1,0,0,0,1,0,1,0,0,0,New,95.24545454545456,3,29.9,1,986.7,3,Low Value,High Risk,0.81626654,1,High Risk
7241-AJHFS,1,0,0,0,32,1,1,1,0,0,1,0,0,0,87.65,2766.4,0,1,0,0,0,1,0,1,0,0,0,Mature,86.45,4,21.9125,1,2804.8,4,High Value,High Risk,0.07293881,0,Low Risk
7029-RPUAV,1,1,1,0,17,1,1,0,0,1,0,1,1,1,100.45,1622.45,1,1,0,0,0,1,0,0,1,0,0,Developing,95.43823529411765,5,20.09,1,1707.65,5,High Value,High Risk,0.42393684,1,Medium Risk
4546-FOKWR,0,0,0,0,16,1,1,0,0,0,0,0,0,1,74.75,1129.35,0,1,0,0,0,1,0,0,1,0,0,Developing,70.584375,2,37.375,1,1196.0,2,Low Value,High Risk,0.56063294,1,Medium Risk
9036-CSKBW,0,0,0,0,51,1,1,1,1,1,0,1,1,0,107.45,5680.9,0,0,1,0,0,1,0,1,0,0,0,Loyal,111.39019607843136,7,15.35,1,5479.95,7,High Value,Low Risk,0.19661209,0,Low Risk
5832-TRLPB,1,0,0,0,29,1,0,0,0,1,1,1,1,1,75.35,2243.9,0,0,1,0,1,0,0,1,0,0,0,Mature,77.37586206896552,5,15.07,1,2185.15,5,High Value,Low Risk,0.073660746,0,Low Risk
8590-YFFQO,1,0,1,0,70,1,0,1,1,1,1,0,0,0,64.95,4523.25,0,0,0,1,1,0,0,0,1,0,0,Loyal,64.61785714285715,5,12.99,0,4546.5,5,High Value,Low Risk,0.042814396,0,Low Risk
8659-IOOPU,0,0,1,1,71,1,1,1,0,1,1,0,1,0,100.45,7159.7,0,0,0,1,0,1,0,0,0,1,0,Loyal,100.84084507042252,6,16.741666666666667,1,7131.95,6,High Value,Low Risk,0.027160013,0,Low Risk
1338-CECEE,1,0,1,1,41,1,1,0,1,1,0,1,0,0,68.5,2839.95,0,0,1,0,1,0,0,1,0,0,0,Mature,69.2670731707317,5,13.7,0,2808.5,5,High Value,Low Risk,0.024729306,0,Low Risk
7439-DKZTW,1,0,0,0,1,1,0,0,0,0,0,1,0,1,80.55,80.55,0,1,0,0,0,1,0,0,0,1,0,New,80.55,2,40.275,1,80.55,2,Low Value,High Risk,0.9351548,1,High Risk
4646-QZXTF,0,0,1,0,7,1,0,1,0,1,1,1,1,0,81.25,580.1,0,1,0,0,1,0,0,1,0,0,0,New,82.87142857142858,6,13.541666666666666,1,568.75,6,Low Value,High Risk,0.17471284,0,Low Risk
4607-CHPCA,1,0,1,1,25,1,0,0,0,0,0,1,1,1,90.4,2178.6,1,0,1,0,0,1,0,0,0,1,0,Mature,87.14399999999999,3,30.133333333333336,1,2260.0,3,High Value,Low Risk,0.25123855,0,Low Risk
9742-XOKTS,1,0,1,1,67,1,1,1,1,0,1,0,0,0,89.55,6038.55,0,0,1,0,0,1,0,0,0,1,0,Loyal,90.12761194029852,5,17.91,1,5999.849999999999,5,High Value,Low Risk,0.07603576,0,Low Risk
6921-OZMFH,1,0,1,1,5,1,1,0,0,0,1,0,0,1,55.7,259.4,0,1,0,0,1,0,0,0,0,0,1,New,51.88,3,18.566666666666663,0,278.5,3,Low Value,High Risk,0.28709534,1,Low Risk
9578-FOMUK,1,0,0,1,15,1,1,0,0,0,0,0,0,1,24.8,324.15,0,1,0,0,0,0,1,0,0,1,0,Developing,21.61,2,12.4,0,372.0,2,Low Value,Medium Risk,0.10147511,0,Low Risk
4712-UYOOI,0,0,1,1,20,1,0,0,0,0,0,0,0,0,20.0,417.65,0,1,0,0,0,0,1,0,0,1,0,Developing,20.8825,1,20.0,0,400.0,1,Low Value,Medium Risk,0.09847969,0,Low Risk
8824-RWFXJ,1,0,1,1,3,1,0,0,1,1,0,0,0,1,56.15,168.15,1,1,0,0,1,0,0,0,0,0,1,New,56.05,3,18.716666666666665,0,168.45,3,Low Value,High Risk,0.58627415,1,Medium Risk
7722-CVFXN,1,0,1,1,54,1,1,0,1,0,1,1,1,1,105.2,5637.85,0,0,1,0,0,1,0,0,0,1,0,Loyal,104.40462962962964,6,17.533333333333335,1,5680.8,6,High Value,Low Risk,0.16674389,0,Low Risk
8717-VCTXJ,1,0,0,0,42,1,0,0,0,0,0,0,0,1,19.55,839.4,0,0,1,0,0,0,1,0,0,0,1,Mature,19.985714285714284,1,19.55,0,821.1,1,Low Value,Low Risk,0.019619564,0,Low Risk
7363-QTBIW,0,0,1,0,9,1,0,0,0,0,0,0,1,1,79.75,769.1,0,1,0,0,0,1,0,0,0,1,0,New,85.45555555555556,2,39.875,1,717.75,2,Low Value,High Risk,0.80720896,1,High Risk
4159-NAAIX,0,0,0,0,63,1,1,0,1,0,0,1,1,0,97.45,6253.0,0,0,0,1,0,1,0,1,0,0,0,Loyal,99.25396825396824,5,19.49,1,6139.35,5,High Value,Low Risk,0.055081416,0,Low Risk
0971-QIFJK,0,0,1,0,69,1,1,0,0,0,0,0,0,0,24.25,1641.8,0,0,0,1,0,0,1,1,0,0,0,Loyal,23.79420289855073,2,12.125,0,1673.25,2,High Value,Low Risk,0.012942817,0,Low Risk
9397-TZSHA,0,0,0,0,69,1,1,0,0,0,0,0,0,0,24.6,1678.05,0,0,0,1,0,0,1,0,1,0,0,Loyal,24.319565217391304,2,12.3,0,1697.4,2,High Value,Low Risk,0.020740435,0,Low Risk
3391-JSQEW,1,0,1,0,40,1,0,0,1,0,0,0,0,1,50.15,2058.5,0,1,0,0,1,0,0,0,0,0,1,Mature,51.4625,2,25.075,0,2006.0,2,High Value,Medium Risk,0.08703245,0,Low Risk
0343-QLUZP,1,0,0,0,60,0,0,1,1,1,0,0,0,0,39.6,2424.5,0,0,0,1,1,0,0,1,0,0,0,Loyal,40.40833333333333,3,13.2,0,2376.0,3,High Value,Low Risk,0.023960875,0,Low Risk
9763-PDTKK,0,0,0,0,4,1,0,1,0,1,1,0,1,1,94.4,387.2,1,1,0,0,0,1,0,1,0,0,0,New,96.8,5,18.880000000000003,1,377.6,5,Low Value,High Risk,0.80826616,1,High Risk
2176-LVPNX,0,1,0,0,71,1,1,1,1,1,1,1,1,0,89.85,6293.45,0,0,0,1,1,0,0,0,0,0,1,Loyal,88.64014084507042,8,11.23125,1,6379.349999999999,8,High Value,Low Risk,0.00666126,0,Low Risk
7627-JKIAZ,0,0,1,0,37,1,1,0,0,1,0,0,0,1,78.95,2839.65,1,1,0,0,0,1,0,0,1,0,0,Mature,76.7472972972973,3,26.316666666666663,1,2921.15,3,High Value,High Risk,0.41252515,1,Medium Risk
3312-UUMZW,1,0,1,0,32,1,1,0,1,0,0,1,1,1,98.85,3145.9,0,1,0,0,0,1,0,0,1,0,0,Mature,98.309375,5,19.77,1,3163.2,5,High Value,High Risk,0.49449924,1,Medium Risk
